ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Lineage_0,Lineage_1,Lineage_2,Lineage_3,Lineage_4,Lineage_5,Isolate,WALS_Area,Autotyp,Country,Ancient,Papuan,Altitude,Eastness,Ethnologue_Ethnic_Population,Adjusted_Population,Social_Region
530,Chimariko,North America,41.0,-123.0,chim1301,cid,Chimariko,,,,,,true,North America,California,US,false,false,1938.0,257.0,0,239,Americas_North_West
531,Achumawi,North America,41.5,-121.0,achu1247,acv,Palaihnihan,,,,,,false,North America,Western North America,US,false,false,1504.0,259.0,16,199,Americas_North_West
532,Atsugewi,North America,40.75,-121.0,atsu1245,atw,Palaihnihan,,,,,,false,North America,Western North America,US,false,false,1997.0,259.0,200,200,Americas_North_West
533,Pomo_Central,North America,39.0,-123.33,cent2138,poo,Pomoan,Western,,,,,false,North America,California,US,false,false,269.0,256.67,255,255,Americas_North_West
534,Pomo_Eastern,North America,39.0,-122.67,east2545,peb,Pomoan,Eastern,,,,,false,North America,California,US,false,false,412.0,257.33,0,255,Americas_North_West
535,Pomo_North-eastern,North America,39.33,-122.67,nort2966,pej,Pomoan,Northeastern,,,,,false,North America,California,US,false,false,321.0,257.33,0,255,Americas_North_West
536,Pomo_Southeastern,North America,38.83,-122.5,sout2982,pom,Pomoan,Southeastern,,,,,false,North America,California,US,false,false,482.0,257.5,5,255,Americas_North_West
537,Seri,North America,29.0,-112.5,seri1257,sei,Seri,,,,,,true,North America,Central America,MX,false,false,90.0,267.5,900,900,Americas_CentralExtend
538,Shasta,North America,41.83,-122.67,shas1239,sht,Shasta,,,,,,true,North America,California,US,false,false,632.0,257.33,12,249,Americas_North_West
539,Cocopa,North America,32.5,-115.0,coco1261,coc,Yuman,Core,Delta-California,,,,false,North America,California,US,false,false,16.0,265.0,321,321,Americas_North_West
540,Diegueño,North America,32.67,-116.17,kumi1248,dih,Yuman,Core,Delta-California,,,,false,North America,California,US,false,false,966.0,263.83,110,321,Americas_North_West
541,Walapai,North America,35.5,-113.75,hava1248,yuf,Yuman,Core,Pai,,,,false,North America,Western North America,US,false,false,1184.0,266.25,1000,1000,Americas_North_West
542,Kiliwa,North America,31.33,-115.67,kili1268,klb,Yuman,Kiliwa,,,,,false,North America,Central America,US,false,false,925.0,264.33,28,299,Americas_North_West
543,Maricopa,North America,33.17,-113.17,mari1440,mrc,Yuman,Core,River,,,,false,North America,Western North America,US,false,false,266.0,266.83,400,400,Americas_North_West
544,Mohave,North America,34.67,-114.58,moha1256,mov,Yuman,Core,River,,,,false,North America,Western North America,US,false,false,697.0,265.42,767,767,Americas_North_West
545,Jamul Tiipay,North America,32.17,-116.5,kumi1248,dih,Yuman,Core,Delta-California,,,,false,North America,California,US,false,false,527.0,263.5,220,220,Americas_North_West
546,Huave,North America,16.2,-95.0,sanm1287,huv,Huave,,,,,,true,North America,Central America,MX,false,false,4.0,285.0,12000,12000,Americas_CentralExtend
547,Muinane,South America,-1.0,-72.5,muin1242,bmr,Witoto,Bora-Muinane,,,,,false,South America,Amazon,CO,false,false,184.0,307.5,150,150,Americas_East
548,Huitoto_Minica,South America,-2.4,-72.25,muru1274,huu,Witoto,Huitoto-Ocaina,Minica-Murai,,,,false,South America,Amazon,CO,false,false,165.0,307.75,6800,6800,Americas_East
549,Huitoto_Murui,South America,-1.0,-73.5,nupo1240,hux,Witoto,Huitoto-Ocaina,Minica-Murai,,,,false,South America,Amazon,CO,false,false,206.0,306.5,6800,6800,Americas_East
550,Albanian Tosk,Eurasia,40.5,20.0,tosk1239,als,Indo-European,Albanian,,,,,false,Eurasia,Europe,AL,false,false,87.0,40.0,5825018,5825018,MiddleOldWorld
551,Armenian,Eurasia,40.0,45.0,nucl1235,hye,Indo-European,Armenian,,,,,false,Eurasia,Middle East,AM,false,false,2221.0,65.0,6376520,6376520,MiddleOldWorld
552,Latvian,Eurasia,56.8,24.1,latv1249,lav,Indo-European,Balto-Slavic,,,,,false,Eurasia,Northern Eurasia,LV,false,false,20.0,44.0,1504880,1504880,NthEurasia_Circumpolar
553,Lithuanian,Eurasia,54.9,23.9,lith1251,lit,Indo-European,Balto-Slavic,,,,,false,Eurasia,Northern Eurasia,LT,false,false,81.0,43.0,3154180,3154180,NthEurasia_Circumpolar
554,Breton,Eurasia,48.0,-3.5,bret1244,bre,Indo-European,Celtic,Brythonic,,,,false,Eurasia,Europe,FR,false,false,0.0,16.5,500045,500045,NthEurasia_Circumpolar
555,Cornish,Eurasia,50.5,-4.5,corn1251,cor,Indo-European,Celtic,Brythonic,,,,false,Eurasia,Europe,GB,false,false,0.0,15.5,468425,468425,NthEurasia_Circumpolar
556,Scots Gaelic,Eurasia,57.0,-5.0,scot1245,gla,Indo-European,Celtic,Goidelic,,,,false,Eurasia,Europe,GB,false,false,0.0,15.0,66780,66780,NthEurasia_Circumpolar
557,Irish,Eurasia,53.0,-7.0,iris1253,gle,Indo-European,Celtic,Goidelic,,,,false,Eurasia,Europe,IE,false,false,0.0,13.0,391470,391470,NthEurasia_Circumpolar
558,Welsh,Eurasia,52.3,-4.0,wels1247,cym,Indo-European,Celtic,Brythonic,,,,false,Eurasia,Europe,GB,false,false,0.0,16.0,537870,537870,NthEurasia_Circumpolar
559,Afrikaans,Eurasia,-26.0,28.0,afri1274,afr,Indo-European,Germanic,West,,,,false,Eurasia,Southern Africa,ZA,false,false,1297.0,24.4,4934950,4934950,NthEurasia_Circumpolar
560,Danish,Eurasia,56.0,10.0,dani1285,dan,Indo-European,Germanic,North,,,,false,Eurasia,Europe,DK,false,false,39.0,30.0,5581690,5581690,NthEurasia_Circumpolar
561,Dutch,Eurasia,52.5,6.0,dutc1256,nld,Indo-European,Germanic,West,,,,false,Eurasia,Europe,NL,false,false,0.0,26.0,21730290,21730290,NthEurasia_Circumpolar
562,English,Eurasia,52.0,0.0,stan1293,eng,Indo-European,Germanic,West,,,,false,Eurasia,Europe,GB,false,false,143.0,20.0,328008138,328008138,NthEurasia_Circumpolar
563,Faroese,Eurasia,62.5,-7.0,faro1244,fao,Indo-European,Germanic,North,,,,false,Eurasia,Europe,DK,false,false,0.0,13.0,48260,48260,NthEurasia_Circumpolar
564,Frisian,Eurasia,54.5,9.0,nort2628,frs,Indo-European,Germanic,West,,,,false,Eurasia,Europe,NL,false,false,0.0,29.0,467000,467000,NthEurasia_Circumpolar
565,German,Eurasia,50.0,10.0,stan1295,deu,Indo-European,Germanic,West,,,,false,Eurasia,Europe,DE,false,false,210.0,30.0,90294110,90294110,NthEurasia_Circumpolar
566,Icelandic,Eurasia,65.0,-19.0,icel1247,isl,Indo-European,Germanic,North,,,,false,Eurasia,Europe,IS,false,false,0.0,1.0,238050,238050,NthEurasia_Circumpolar
567,Norwegian,Eurasia,61.0,8.0,norw1259,nob,Indo-European,Germanic,North,,,,false,Eurasia,Europe,NO,false,false,0.0,28.0,4640000,4640000,NthEurasia_Circumpolar
568,Swedish,Eurasia,60.0,15.0,swed1254,swe,Indo-European,Germanic,North,,,,false,Eurasia,Europe,SE,false,false,272.0,35.0,8311739,8311739,NthEurasia_Circumpolar
569,Greek,Eurasia,38.0,23.0,mode1248,ell,Indo-European,Greek,,,,,false,Eurasia,Europe,GR,false,false,687.0,43.0,13084490,13084490,MiddleOldWorld
570,Assamese,Eurasia,26.5,93.0,assa1263,asm,Indo-European,Indo-Iranian,Indic,Eastern,Bengali-Assamese,,false,Eurasia,South Asia,IN,false,false,81.0,113.0,16800000,16800000,MiddleOldWorld
571,Bengali,Eurasia,22.5,90.0,beng1280,ben,Indo-European,Indo-Iranian,Indic,Eastern,Bengali-Assamese,,false,Eurasia,South Asia,BD,false,false,0.0,110.0,110000000,110000000,MiddleOldWorld
572,Bhojpuri,Eurasia,26.8,85.3,bhoj1244,bho,Indo-European,Indo-Iranian,Indic,Eastern,Bihari,,false,Eurasia,South Asia,IN,false,false,223.0,104.0,36500000,36500000,MiddleOldWorld
573,Dumaki,Eurasia,36.167,74.0,doma1260,dmk,Indo-European,Indo-Iranian,Indic,Dom,,,false,Eurasia,South Asia,PK,false,false,4000.0,94.0,500,500,MiddleOldWorld
574,Gujarati,Eurasia,23.0,72.0,guja1252,guj,Indo-European,Indo-Iranian,Indic,Central,Gujarati,,false,Eurasia,South Asia,IN,false,false,35.0,92.0,46493900,46493900,MiddleOldWorld
575,Hindi,Eurasia,27.0,80.0,hind1269,hin,Indo-European,Indo-Iranian,Indic,Central,West,,false,Eurasia,South Asia,IN,false,false,100.0,100.0,180000000,180000000,MiddleOldWorld
576,Kashmiri,Eurasia,34.0,76.0,kash1277,kas,Indo-European,Indo-Iranian,Indic,Northwest,Dardic,,false,Eurasia,South Asia,IN,false,false,2442.0,96.0,5640940,5640940,MiddleOldWorld
577,Kumauni,Eurasia,30.0,80.0,kuma1273,kfy,Indo-European,Indo-Iranian,Indic,Northern,,,false,Eurasia,South Asia,IN,false,false,657.0,100.0,2360000,2360000,MiddleOldWorld
578,Maithili,Eurasia,26.5,86.0,mait1250,mai,Indo-European,Indo-Iranian,Indic,Eastern,Bihari,,false,Eurasia,South Asia,IN,false,false,48.0,106.0,34700000,34700000,MiddleOldWorld
579,Marathi,Eurasia,25.5,77.03,mara1378,mar,Indo-European,Indo-Iranian,Indic,Southern,,,false,Eurasia,South Asia,IN,false,false,509.0,97.03,68000000,68000000,MiddleOldWorld
580,Nepali,Eurasia,28.72,82.0,east1436,nep,Indo-European,Indo-Iranian,Indic,Northern,,,false,Eurasia,South Asia,NP,false,false,1300.0,102.0,13875700,13875700,MiddleOldWorld
581,Oriya,Eurasia,21.0,85.0,,ori,Indo-European,Indo-Iranian,Indic,Eastern,Oriya,,false,Eurasia,South Asia,IN,false,false,147.0,105.0,31700000,31700000,MiddleOldWorld
582,Punjabi,Eurasia,31.0,75.0,panj1256,pan,Indo-European,Indo-Iranian,Indic,Northwest,Lahnda,,false,Eurasia,South Asia,IN,false,false,700.0,95.0,28165000,28165000,MiddleOldWorld
583,Romany,Eurasia,45.0,21.0,vlax1238,rmy,Indo-European,Indo-Iranian,Indic,Central,Romany,,false,Eurasia,Europe,RO,false,false,363.0,41.0,885970,885970,MiddleOldWorld
584,Shina,Eurasia,36.0,74.0,shin1264,scl,Indo-European,Indo-Iranian,Indic,Northwest,Dardic,,false,Eurasia,South Asia,PK,false,false,4000.0,94.0,321000,321000,MiddleOldWorld
585,Sinhalese,Eurasia,7.0,81.0,sinh1246,sin,Indo-European,Indo-Iranian,Indic,Sinhala,,,false,Eurasia,South Asia,LK,false,false,722.0,101.0,15500000,15500000,MiddleOldWorld
586,Torwali,Eurasia,34.25,72.0,torw1241,trw,Indo-European,Indo-Iranian,Indic,Northwest,Dardic,,false,Eurasia,South Asia,PK,false,false,318.0,92.0,60000,60000,MiddleOldWorld
587,Urdu,Eurasia,30.2,71.5,urdu1245,urd,Indo-European,Indo-Iranian,Indic,Central,West,,false,Eurasia,South Asia,PK,false,false,130.0,91.5,10700000,10700000,MiddleOldWorld
588,Baluchi,Eurasia,28.0,62.0,east2304,bgp,Indo-European,Indo-Iranian,Iranian,Western,Northwest,,false,Eurasia,South Asia,IR,false,false,1400.0,82.0,3405000,3405000,MiddleOldWorld
589,Gilaki,Eurasia,37.75,49.0,gila1241,glk,Indo-European,Indo-Iranian,Iranian,Western,Northwest,,false,Eurasia,Middle East,IR,false,false,1318.5,69.0,3270000,3270000,MiddleOldWorld
590,Kurdish,Eurasia,36.0,44.0,nort2641,kmr,Indo-European,Indo-Iranian,Iranian,Western,Northwest,,false,Eurasia,Middle East,IQ,false,false,380.0,64.0,3712000,3712000,MiddleOldWorld
591,Kurmanji,Eurasia,38.0,42.0,nort2641,kmr,Indo-European,Indo-Iranian,Iranian,Western,Northwest,,false,Eurasia,Middle East,TR,false,false,112.0,65.0,9320240,9320240,MiddleOldWorld
592,Ossetian,Eurasia,42.24,44.0,iron1242,oss,Indo-European,Indo-Iranian,Iranian,Northeast,,,false,Eurasia,Middle East,GE,false,false,936.0,64.0,641450,641450,MiddleOldWorld
593,Pashto,Eurasia,35.0,65.0,cent1973,pst,Indo-European,Indo-Iranian,Iranian,Eastern,South-eastern,,false,Eurasia,Northern Eurasia,AF,false,false,2809.0,85.0,20304734,20304734,MiddleOldWorld
594,Farsi,Eurasia,32.0,54.0,west2369,pes,Indo-European,Indo-Iranian,Iranian,Western,Southwest,,false,Eurasia,Middle East,IR,false,false,1229.0,74.0,23879300,23879300,MiddleOldWorld
595,Tajik,Eurasia,38.667,70.0,taji1245,tgk,Indo-European,Indo-Iranian,Iranian,Western,Southwest,,false,Eurasia,Northern Eurasia,TJ,false,false,2095.0,90.0,4457500,4457500,MiddleOldWorld
596,Talysh,Eurasia,39.0,48.85,taly1247,tly,Indo-European,Indo-Iranian,Iranian,Western,Northwest,,false,Eurasia,Middle East,IR,false,false,1569.0,68.85,112000,112000,MiddleOldWorld
597,Tati,Eurasia,36.0,49.67,take1255,tks,Indo-European,Indo-Iranian,Iranian,Western,Southwest,,false,Eurasia,Middle East,IR,false,false,2497.0,69.67,220000,220000,MiddleOldWorld
598,Wakhi,Eurasia,36.5,72.0,wakh1245,wbl,Indo-European,Indo-Iranian,Iranian,Eastern,South-eastern,,false,Eurasia,South Asia,PK,false,false,1690.0,92.0,31670,31670,MiddleOldWorld
599,Catalan,Eurasia,41.4,2.3,stan1289,cat,Indo-European,Romance,,,,,false,Eurasia,Europe,ES,false,false,644.0,22.3,11530160,11530160,MiddleOldWorld
600,French,Eurasia,48.0,3.0,stan1290,fra,Indo-European,Romance,,,,,false,Eurasia,Europe,FR,false,false,129.0,23.0,67838450,67838450,NthEurasia_Circumpolar
601,Italian,Eurasia,42.0,12.7,ital1282,ita,Indo-European,Romance,,,,,false,Eurasia,Europe,IT,false,false,296.0,32.7,61696677,61696677,MiddleOldWorld
602,Portuguese,Eurasia,39.0,-8.0,port1283,por,Indo-European,Romance,,,,,false,Eurasia,Europe,PT,false,false,0.0,12.0,177981570,177981570,MiddleOldWorld
603,Romanian,Eurasia,45.0,27.0,roma1327,ron,Indo-European,Romance,,,,,false,Eurasia,Europe,RO,false,false,578.0,47.0,23351080,23351080,MiddleOldWorld
604,Romansh,Eurasia,46.8,9.4,roma1326,roh,Indo-European,Romance,,,,,false,Eurasia,Europe,CH,false,false,1654.0,29.4,35100,35100,NthEurasia_Circumpolar
605,Sardinian,Eurasia,40.0,9.0,camp1261,sro,Indo-European,Romance,,,,,false,Eurasia,Europe,IT,false,false,379.0,29.0,345000,345000,MiddleOldWorld
606,Spanish,Eurasia,40.0,-4.0,stan1288,spa,Indo-European,Romance,,,,,false,Eurasia,Europe,ES,false,false,0.0,16.0,328518810,328518810,MiddleOldWorld
607,Belarussian,Eurasia,54.0,27.0,bela1254,bel,Indo-European,Balto-Slavic,Slavic,,,,false,Eurasia,Northern Eurasia,BY,false,false,211.0,47.0,6500000,6500000,NthEurasia_Circumpolar
608,Bulgarian,Eurasia,43.0,25.0,bulg1262,bul,Indo-European,Balto-Slavic,Slavic,,,,false,Eurasia,Europe,BG,false,false,778.0,45.0,9097220,9097220,MiddleOldWorld
609,Czech,Eurasia,50.0,14.5,czec1258,ces,Indo-European,Balto-Slavic,Slavic,,,,false,Eurasia,Europe,CZ,false,false,261.0,34.5,9490840,9490840,NthEurasia_Circumpolar
610,Macedonian,Eurasia,41.6,22.0,mace1250,mkd,Indo-European,Balto-Slavic,Slavic,,,,false,Eurasia,Europe,MK,false,false,247.0,42.0,2113170,2113170,MiddleOldWorld
611,Polish,Eurasia,52.0,20.0,poli1260,pol,Indo-European,Balto-Slavic,Slavic,,,,false,Eurasia,Europe,PL,false,false,110.0,40.0,39990670,39990670,NthEurasia_Circumpolar
612,Russian,Eurasia,55.0,38.0,russ1263,rus,Indo-European,Balto-Slavic,Slavic,,,,false,Eurasia,Northern Eurasia,RU,false,false,175.0,58.0,143553950,143553950,NthEurasia_Circumpolar
613,Serbian,Eurasia,45.0,20.0,serb1264,srp,Indo-European,Balto-Slavic,Slavic,,,,false,Eurasia,Europe,RS,false,false,1074.0,40.0,16351052,16351052,NthEurasia_Circumpolar
614,Slovene,Eurasia,46.0,14.5,slov1268,slv,Indo-European,Balto-Slavic,Slavic,,,,false,Eurasia,Europe,SI,false,false,465.0,34.5,1909050,1909050,NthEurasia_Circumpolar
615,Sorbian,Eurasia,51.0,13.5,lowe1385,dsb,Indo-European,Balto-Slavic,Slavic,,,,false,Eurasia,Europe,DE,false,false,99.0,33.5,95000,95000,NthEurasia_Circumpolar
616,Ukrainian,Eurasia,50.0,32.0,ukra1253,ukr,Indo-European,Balto-Slavic,Slavic,,,,false,Eurasia,Northern Eurasia,UA,false,false,162.0,52.0,37419000,37419000,NthEurasia_Circumpolar
617,Mohawk,North America,45.5,-73.5,moha1258,moh,Iroquoian,Northern,,,,,false,North America,Eastern North America,CA,false,false,735.0,306.5,3760,3760,Americas_North_West
618,Oneida,North America,43.0,-75.67,onei1249,one,Iroquoian,Northern,,,,,false,North America,Eastern North America,US,false,false,348.0,304.33,609,609,Americas_North_West
619,Seneca,North America,42.5,-77.5,sene1264,see,Iroquoian,Northern,,,,,false,North America,Eastern North America,US,false,false,398.0,302.5,914,914,Americas_North_West
620,Tuscarora,North America,36.0,-77.5,tusc1257,tus,Iroquoian,Northern,,,,,false,North America,Eastern North America,US,false,false,137.0,302.5,1200,1200,Americas_North_West
621,Cherokee,North America,35.5,-83.5,cher1273,chr,Iroquoian,Southern,,,,,false,North America,Eastern North America,US,false,false,854.0,296.5,16400,16400,Americas_East
622,Itonama,South America,-12.0,-65.0,iton1250,ito,Itonama,,,,,,true,South America,Amazon,BO,false,false,137.0,315.0,5090,5090,Americas_East
623,Jabutí,South America,-12.0,-63.0,djeo1235,jbt,Macro-Je,Jabutí,,,,,false,South America,Amazon,BR,false,false,377.0,317.0,5,99,Americas_East
624,Japanese,Eurasia,37.0,140.0,nucl1643,jpn,Japonic,Japanese,,,,,false,Eurasia,North Pacific,JP,false,false,111.0,160.0,122080100,122080100,NthEurasia_Circumpolar
625,Achuar,South America,-3.0,-76.0,achu1248,acu,Jivaroan,,,,,,false,South America,Amazon,PE,false,false,214.0,304.0,5000,5000,Americas_East
626,Jivaro,South America,-3.0,-78.25,shua1257,jiv,Jivaroan,,,,,,false,South America,Andes,EC,false,false,1687.0,301.75,50000,50000,Americas_East
627,Kadugli,Africa,11.0,29.67,katc1249,xtc,Kordofanian,,,,,,false,Africa,West Africa,SD,false,false,617.0,49.67,75000,75000,Africa_SubSaharan
628,Katcha,Africa,10.83,29.67,katc1249,xtc,Kordofanian,Katla,,,,,false,Africa,West Africa,SD,false,false,0.0,49.67,75000,75000,Africa_SubSaharan
629,KarkarYuri,Papunesia,-3.75,141.083,kark1258,yuj,Trans New Guinea,Karkar-Yuri,,,,,false,Australia-New Guinea,North New Guinea,PG,false,true,666.0,161.083,1140,1140,Aust_NG_Mel
630,Karok,North America,41.67,-123.0,karo1304,kyh,Karok,,,,,,true,North America,California,US,false,false,1207.0,257.0,335,335,Americas_North_West
631,Georgian,Eurasia,41.72,44.78,nucl1302,kat,Kartvelian,Georgian,,,,,false,Eurasia,Middle East,GE,false,false,607.0,64.78,4255270,4255270,MiddleOldWorld
632,Laz,Eurasia,41.274,41.151,lazz1240,lzz,Kartvelian,Zan,,,,,false,Eurasia,Middle East,TR,false,false,0.0,61.1508333,92000,92000,MiddleOldWorld
633,Tamagario,Papunesia,-6.5,139.0,tama1336,tcg,Trans New Guinea,Kayagar,,,,,false,Australia-New Guinea,South New Guinea,ID,false,true,13.0,159.0,3500,3500,Aust_NG_Mel
634,Laguna,North America,35.25,-107.33,west2632,kjq,Keresan,Western,,,,,false,North America,Western North America,US,false,false,1900.0,272.67,3390,3390,Americas_CentralExtend
635,Santa Ana,North America,35.42,-106.67,east1472,kee,Keresan,Eastern,,,,,false,North America,Western North America,US,false,false,1662.0,273.33,4580,4580,Americas_CentralExtend
636,||Ana,Africa,-22.2,22.4,,xxx,Khoe,Khoe,Kalahari,,,,false,Africa,Southern Africa,BW,false,false,991.0,42.4,1000,1000,Africa_SubSaharan
637,Nama,Africa,-23.0,22.0,nama1264,naq,Khoe,Khoe,Juu-Tuu,,,,false,Africa,Southern Africa,BW,false,false,1001.0,42.0,251100,251100,Africa_SubSaharan
638,Korana,Africa,-26.0,22.0,kora1292,kqz,Khoe,Khoe,Juu-Tuu,,,,false,Africa,Southern Africa,ZA,false,false,903.0,42.0,10000,10000,Africa_SubSaharan
639,||Gana,Africa,-19.0,22.5,gana1274,gnk,Khoe,Khoe,Kalahari,,,,false,Africa,Southern Africa,AO,false,false,1011.0,42.5,790,790,Africa_SubSaharan
640,Ju|'hoan,Africa,-19.0,21.0,juho1239,ktz,Kx'aa,,,,,,false,Africa,Southern Africa,NA,false,false,1066.0,41.0,28600,28600,Africa_SubSaharan
641,Sandawe,Africa,-5.0,35.0,sand1273,sad,Khoe,Khoe,Northern,,,,false,Africa,Southern Africa,TZ,false,false,1283.0,55.0,40000,40000,Africa_SubSaharan
642,!Xoon,Africa,-24.0,21.5,huaa1248,nmn,Tuu,!Kwi,,,,,false,Africa,Southern Africa,BW,false,false,1143.0,41.5,4200,4200,Africa_SubSaharan
643,/Xam,Africa,-21.9,23.2,xamm1241,xam,Tuu,!Kwi,,,,,false,Africa,Southern Africa,ZA,false,false,1127.0,43.2,0,5499,Africa_SubSaharan
644,Kiowa,North America,37.0,-99.0,kiow1266,kio,Kiowa-Tanoan,Kiowa-Towa,,,,,false,North America,Western North America,US,false,false,558.0,281.0,1100,1100,Americas_East
645,Kiwai_South,Papunesia,-8.583,143.25,sout2949,kjd,Trans New Guinea,Kiwaian,,,,,false,Australia-New Guinea,South New Guinea,PG,false,true,0.0,163.25,14100,14100,Aust_NG_Mel
646,Kimaama,Papunesia,-8.0,139.583,kima1246,kig,Kolopom,,,,,,false,Australia-New Guinea,South New Guinea,ID,false,true,0.0,159.583,3000,3000,Aust_NG_Mel
647,Riantana,Papunesia,-7.5,138.583,rian1263,ran,Kolopom,,,,,,false,Australia-New Guinea,South New Guinea,ID,false,true,0.0,158.583,1100,1100,Aust_NG_Mel
648,Korean,Eurasia,37.0,128.0,kore1280,kor,Korean,,,,,,true,Eurasia,North Pacific,KP,false,false,189.0,148.0,66305890,66305890,NthEurasia_Circumpolar
649,Kuot,Papunesia,-3.083,151.5,kuot1243,kto,Kuot,,,,,,true,Australia-New Guinea,North New Guinea,PG,false,true,565.0,171.5,2400,2400,Aust_NG_Mel
650,Kusunda,Eurasia,28.33,83.1,kusu1250,kgg,Kusunda,,,,,,true,Eurasia,South Asia,NP,false,false,691.0,104.0,2,164,MiddleOldWorld
651,Kutenai,North America,49.5,-116.0,kute1249,kut,Kutenai,,,,,,true,North America,Western North America,CA,false,false,2205.0,264.0,359,359,Americas_North_West
652,Kwaza,South America,-12.0,-60.5,kwaz1243,xwa,Kwaza,,,,,,true,South America,Amazon,BR,false,false,381.0,319.5,25,25,Americas_East
653,Kwerba,Papunesia,-2.167,138.5,nucl1595,kwe,Kwerba,,,,,,false,Australia-New Guinea,North New Guinea,ID,false,true,102.0,158.5,2500,2500,Aust_NG_Mel
654,Laal,Africa,10.0,17.67,laal1242,gdm,Laal,,,,,,true,Africa,West Africa,TD,false,false,354.0,37.67,750,750,Africa_SubSaharan
655,Doutai,Papunesia,-3.25,138.25,dout1240,tds,Lakes Plains,Eastern,,,,,false,Australia-New Guinea,New Guinea Highlands,ID,false,true,74.0,158.25,335,335,Aust_NG_Mel
656,Iau,Papunesia,-3.167,138.0,iauu1242,tmu,Lakes Plains,Eastern,,,,,false,Australia-New Guinea,New Guinea Highlands,ID,false,true,94.0,158.0,600,600,Aust_NG_Mel
657,Warembori,Papunesia,-1.65,137.6,ware1253,wsa,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,South Halmahera-West New Guinea,West New Guinea,,false,SE Asia & Oceania,North New Guinea,ID,false,false,0.0,157.6,600,600,Aust_NG_Mel
